,small_area,geometry,WIMD 2025 overall quintile
127,W01001827,"POLYGON ((-3.168137830918599 51.50796676568075, -3.165558177993867 51.50787334624499, -3.1642665637296314 51.50796122329481, -3.1631871491983454 51.5069255605983, -3.163882368093463 51.5066513161295, -3.164286815450257 51.50690181603421, -3.1657114051988575 51.50594619604536, -3.165960130141709 51.505235181614495, -3.1665915809805134 51.50553636492216, -3.1680583470763306 51.50550378433044, -3.1659414937026042 51.50427211241035, -3.165082993462625 51.50434781381002, -3.1651419256849476 51.50349720925789, -3.166671194187777 51.50395958948203, -3.1672335947131183 51.503803828287886, -3.167317216293633 51.50292150418107, -3.1666481989218815 51.50267638972461, -3.1671019571165986 51.50243349960607, -3.166987505298865 51.501821761244955, -3.166752767406163 51.50107395861265, -3.165781104600943 51.50063025231484, -3.1662336064344045 51.50000415293162, -3.165112131841936 51.4996696178076, -3.1663170783399543 51.49924126070427, -3.170002154954218 51.500498518346376, -3.173189522810557 51.5016166776915, -3.1743267691775 51.50241699127269, -3.1742309486616236 51.50271955839838, -3.1734972758820184 51.50737374247434, -3.173420782092015 51.50753316958559, -3.170859584319837 51.507616165637316, -3.1707059720493547 51.50764500763686, -3.1691726410498164 51.50730252343166, -3.168137830918599 51.50796676568075))",5
128,W01001828,"POLYGON ((-3.1435704041204153 51.50798871020032, -3.142948730973498 51.50718316641021, -3.142051837202662 51.50680628914373, -3.1410334021681345 51.50693790814283, -3.1399251353940816 51.507645024839974, -3.138830670763493 51.50701914291142, -3.1387714364848356 51.50686699066156, -3.1392277796180506 51.50656363481215, -3.1406319177205377 51.50576886272706, -3.143470820605241 51.505892672839686, -3.1435989508647206 51.502609179010996, -3.1447280452637396 51.50256885740399, -3.147046194169712 51.502419427712695, -3.1498356813648454 51.5003068484496, -3.150822002234816 51.500380437104425, -3.153984357215668 51.499611376696215, -3.154493676749574 51.49983652811014, -3.154207026771087 51.50022599159517, -3.1546297892611657 51.501148423866525, -3.155632748828445 51.500823441385194, -3.1565334467595587 51.500988886586185, -3.1557903825024716 51.498914576365316, -3.156103935524893 51.49873455213021, -3.1569240377751147 51.49892004046799, -3.157673048686725 51.5006074006084, -3.1582112358453833 51.50049543329663, -3.1584177772207065 51.50096875745386, -3.158803541313838 51.50183700469108, -3.1593824307814087 51.501939184922975, -3.1586290020641066 51.50235523159278, -3.159878935411076 51.50377833697302, -3.1580507204638297 51.503966523550105, -3.1576305553499546 51.50357214361934, -3.1553351972453267 51.503465613345774, -3.1532711904715303 51.503846657927006, -3.153637162325172 51.50423770202086, -3.150502072152936 51.50553800177796, -3.1511477715829006 51.50607796541436, -3.14979956789966 51.506604708821456, -3.1488744917684146 51.507405643787315, -3.148208914263413 51.50736120589269, -3.146955455784423 51.507366593799404, -3.1462509479180594 51.507819415525525, -3.144871860607606 51.50739734934938, -3.1435730966908744 51.50799219885785, -3.1435704041204153 51.50798871020032))",5
129,W01001829,"POLYGON ((-3.1687126053203873 51.49337935306813, -3.1686025624765204 51.492737691366024, -3.168426576732915 51.492484003515614, -3.1682541678902747 51.49225751620573, -3.1680866315737912 51.49201804076225, -3.167907144251982 51.491788871935846, -3.167210052490561 51.49196146217283, -3.1668443843215015 51.49203475300272, -3.166354942875078 51.49130298887921, -3.165438847062248 51.491527894766186, -3.1652093288142167 51.491049380271214, -3.1657556559423816 51.49090476321375, -3.165458933700711 51.49045295695101, -3.1668132379548206 51.490112829615704, -3.1682834538988986 51.48968752032841, -3.1681667481715645 51.48943141595761, -3.168523973119485 51.48926878959589, -3.168553709214372 51.489297240332824, -3.1703937604826087 51.48972671045292, -3.1712563869081025 51.489194381071336, -3.1714247047118165 51.48957304792437, -3.171811743148994 51.48941581450451, -3.1719367860999457 51.48982221163435, -3.172304838304065 51.49094256557303, -3.1713659000395427 51.4910976094951, -3.171383214365516 51.49143581961856, -3.172079697068281 51.491694731748154, -3.171704534136783 51.49253707474549, -3.1709533145568134 51.49306775666605, -3.170532739013941 51.493256548895516, -3.1699275706083503 51.49303728791723, -3.1687126053203873 51.49337935306813))",3
130,W01001830,"POLYGON ((-3.160278063072888 51.493407363165446, -3.1604018991246834 51.49306700863627, -3.1608730797469797 51.493133542299574, -3.1606395262434384 51.49281103147341, -3.161515210211903 51.49248702343654, -3.160984440962759 51.49190563136172, -3.1604443609966832 51.491381895108006, -3.1600287038967725 51.49119667410246, -3.159539677432241 51.49157410019501, -3.158641129129138 51.491296231633235, -3.1587974366312634 51.49095012671825, -3.1594838366064026 51.49003598716384, -3.1600114812022935 51.49013564044358, -3.1609392297598293 51.490493596892016, -3.1618313642895433 51.49049090864736, -3.1624932595262867 51.490573486389934, -3.1627959333491 51.49111821718533, -3.1634124081119106 51.4917856394486, -3.1641349511868713 51.49259853725018, -3.1642712263199946 51.49274302452114, -3.1651772804688285 51.493831816137636, -3.164733631277042 51.49386597818708, -3.165009171601943 51.49415366078774, -3.1646614332212515 51.49450991213325, -3.1635775587053288 51.494534476654245, -3.1623156022338366 51.4937257092537, -3.16030308021755 51.49341061344548, -3.160278063072888 51.493407363165446))",2
131,W01001831,"POLYGON ((-3.165009171601943 51.49415366078774, -3.164733631277042 51.49386597818708, -3.1651772804688285 51.493831816137636, -3.1642712263199946 51.49274302452114, -3.164663069696839 51.49261293085914, -3.164471953601451 51.49239770188938, -3.1640103476284747 51.491885368571346, -3.165438847062248 51.491527894766186, -3.166354942875078 51.49130298887921, -3.1668443843215015 51.49203475300272, -3.167210052490561 51.49196146217283, -3.167907144251982 51.491788871935846, -3.1680866315737912 51.49201804076225, -3.1682541678902747 51.49225751620573, -3.168426576732915 51.492484003515614, -3.1686025624765204 51.492737691366024, -3.1687126053203873 51.49337935306813, -3.1692959897581185 51.494568343365906, -3.169844930378456 51.494731681554796, -3.1699808279376804 51.494964978008426, -3.1687877650710674 51.49521821900858, -3.1680626803063654 51.49538300936336, -3.167709398807406 51.49546738325321, -3.167441419219065 51.494977098372416, -3.1685346989959102 51.494750456465006, -3.168085562780943 51.493905989272086, -3.166105713761479 51.49424025952466, -3.166692899106779 51.49445945834897, -3.167098060384777 51.49527275296482, -3.1661677527596477 51.49607818695986, -3.1659419718680226 51.49634711636057, -3.164868187696879 51.49597763440839, -3.164872971325431 51.495876770754265, -3.1635775587053288 51.494534476654245, -3.1646614332212515 51.49450991213325, -3.165009171601943 51.49415366078774))",4
132,W01001832,"POLYGON ((-3.1719367860999457 51.48982221163435, -3.171811743148994 51.48941581450451, -3.1714247047118165 51.48957304792437, -3.1712563869081025 51.489194381071336, -3.1703937604826087 51.48972671045292, -3.168553709214372 51.489297240332824, -3.168523973119485 51.48926878959589, -3.167501582285874 51.488197163767545, -3.169142051552813 51.4876288086665, -3.1686735006416984 51.48697851885974, -3.168781304060561 51.486561303486944, -3.1700634980499984 51.48599766604998, -3.1709633209576764 51.486097286839396, -3.171093114548521 51.48653281721371, -3.1716676667360866 51.48664421445609, -3.171240605152442 51.48690290739503, -3.1719402808708343 51.48673974435459, -3.171970698167792 51.486829840425706, -3.1720725902763047 51.487132536945715, -3.1726502474778284 51.48886411259655, -3.173447488908966 51.49136985904724, -3.1737043124483453 51.49216604780186, -3.1724077626556144 51.4928538127589, -3.171704534136783 51.49253707474549, -3.172079697068281 51.491694731748154, -3.171383214365516 51.49143581961856, -3.1713659000395427 51.4910976094951, -3.172304838304065 51.49094256557303, -3.1719367860999457 51.48982221163435))",3
133,W01001833,"POLYGON ((-3.160278063072888 51.493407363165446, -3.1579637004166075 51.49292711231762, -3.155784246633037 51.49250709495138, -3.154521652912577 51.49146215134541, -3.155391417755879 51.491449087840515, -3.1565491880137557 51.49070061725213, -3.156995973943151 51.490204829518866, -3.157939292931704 51.4890815792153, -3.1596498804833457 51.48737177346365, -3.160201849839076 51.487666579113956, -3.1593265535371216 51.488382989306295, -3.159621482932547 51.48849521388531, -3.162218538751519 51.489048586070446, -3.162100772402403 51.48936444270385, -3.162806062281849 51.489423126872055, -3.162792316811487 51.489761430351265, -3.164003541179444 51.49018314491707, -3.1642912663581786 51.490744898131766, -3.16323838586584 51.491004037398405, -3.1637879270945946 51.4916358034986, -3.1634124081119106 51.4917856394486, -3.1627959333491 51.49111821718533, -3.1624932595262867 51.490573486389934, -3.1618313642895433 51.49049090864736, -3.1609392297598293 51.490493596892016, -3.1600114812022935 51.49013564044358, -3.1594838366064026 51.49003598716384, -3.1587974366312634 51.49095012671825, -3.158641129129138 51.491296231633235, -3.159539677432241 51.49157410019501, -3.1600287038967725 51.49119667410246, -3.1604443609966832 51.491381895108006, -3.160984440962759 51.49190563136172, -3.161515210211903 51.49248702343654, -3.1606395262434384 51.49281103147341, -3.1608730797469797 51.493133542299574, -3.1604018991246834 51.49306700863627, -3.160278063072888 51.493407363165446))",3
134,W01001834,"POLYGON ((-3.1623138664227146 51.4888291200605, -3.1626259710932447 51.488566429605136, -3.1635913159547524 51.488723041416755, -3.1645966602032067 51.48839934596326, -3.1647212325141476 51.48814525277559, -3.165672274483586 51.48798915150505, -3.165828191602619 51.48748290393987, -3.16660804703956 51.487058525144285, -3.166829047436626 51.48743049691218, -3.168381235611996 51.48678904099275, -3.1686735006416984 51.48697851885974, -3.169142051552813 51.4876288086665, -3.167501582285874 51.488197163767545, -3.168523973119485 51.48926878959589, -3.1681667481715645 51.48943141595761, -3.1682834538988986 51.48968752032841, -3.1668132379548206 51.490112829615704, -3.165458933700711 51.49045295695101, -3.1657556559423816 51.49090476321375, -3.1652093288142167 51.491049380271214, -3.165438847062248 51.491527894766186, -3.1640103476284747 51.491885368571346, -3.164471953601451 51.49239770188938, -3.164663069696839 51.49261293085914, -3.1642712263199946 51.49274302452114, -3.1641349511868713 51.49259853725018, -3.1634124081119106 51.4917856394486, -3.1637879270945946 51.4916358034986, -3.16323838586584 51.491004037398405, -3.1642912663581786 51.490744898131766, -3.164003541179444 51.49018314491707, -3.162792316811487 51.489761430351265, -3.162806062281849 51.489423126872055, -3.162100772402403 51.48936444270385, -3.162218538751519 51.489048586070446, -3.1623138664227146 51.4888291200605))",3
135,W01001835,"POLYGON ((-3.162218538751519 51.489048586070446, -3.159621482932547 51.48849521388531, -3.1593265535371216 51.488382989306295, -3.160201849839076 51.487666579113956, -3.1596498804833457 51.48737177346365, -3.160929499977071 51.486533688065855, -3.161308748443576 51.486320126063916, -3.162151091765919 51.48592360831752, -3.1641393120460415 51.48522596991256, -3.16600906595009 51.48457928368664, -3.166277477217443 51.48448397936162, -3.168118093240448 51.48372721745907, -3.1706404137755064 51.4830496202008, -3.170964552241286 51.48394389628606, -3.170967757112295 51.48395285258878, -3.1719402808708343 51.48673974435459, -3.171240605152442 51.48690290739503, -3.1716676667360866 51.48664421445609, -3.171093114548521 51.48653281721371, -3.1709633209576764 51.486097286839396, -3.1700634980499984 51.48599766604998, -3.168781304060561 51.486561303486944, -3.1686735006416984 51.48697851885974, -3.168381235611996 51.48678904099275, -3.166829047436626 51.48743049691218, -3.16660804703956 51.487058525144285, -3.165828191602619 51.48748290393987, -3.165672274483586 51.48798915150505, -3.1647212325141476 51.48814525277559, -3.1645966602032067 51.48839934596326, -3.1635913159547524 51.488723041416755, -3.1626259710932447 51.488566429605136, -3.1623138664227146 51.4888291200605, -3.162218538751519 51.489048586070446))",2
136,W01001836,"POLYGON ((-3.1663170783399543 51.49924126070427, -3.1631343575151796 51.497934694325764, -3.1631269971867084 51.497921729108356, -3.164597092077943 51.496478065963096, -3.164868187696879 51.49597763440839, -3.1659419718680226 51.49634711636057, -3.1665748109446676 51.49663891819993, -3.1661567588215496 51.49697143340045, -3.166988248332382 51.49737678761656, -3.167450968174834 51.496439875655916, -3.168046997434581 51.49655793335391, -3.168357657206731 51.49690209146528, -3.1680472560240673 51.497394018917504, -3.1689143973536957 51.49782473916159, -3.169406014916882 51.49810699310997, -3.169031720055139 51.498417474600764, -3.1701087848579754 51.49884733382407, -3.170423621529174 51.498538566402885, -3.171021395500128 51.49869857926872, -3.171638556863416 51.498180335136304, -3.1731824639610986 51.498483921207864, -3.1736902568993677 51.49868456490307, -3.1734911191576045 51.498974801998166, -3.174265892448246 51.498757354733804, -3.175791340500363 51.49861380784033, -3.175816023383007 51.49869010828991, -3.1759606031875034 51.49913935888674, -3.1773372231687405 51.50348234616094, -3.175876925933481 51.50314898788459, -3.1742309486616236 51.50271955839838, -3.1743267691775 51.50241699127269, -3.173189522810557 51.5016166776915, -3.170002154954218 51.500498518346376, -3.1663170783399543 51.49924126070427))",3
137,W01001837,"POLYGON ((-3.173358112207531 51.49485868322379, -3.171704534136783 51.49253707474549, -3.1724077626556144 51.4928538127589, -3.1737043124483453 51.49216604780186, -3.1740842345704854 51.49334382526956, -3.1741774772941422 51.49363251964487, -3.1745490795531377 51.49476351207139, -3.1749713154110815 51.4960203381987, -3.1751318756772626 51.496539596253655, -3.175243423537365 51.496898252872725, -3.175791340500363 51.49861380784033, -3.174265892448246 51.498757354733804, -3.1734911191576045 51.498974801998166, -3.1736902568993677 51.49868456490307, -3.1731824639610986 51.498483921207864, -3.1724906575543237 51.49800014456611, -3.172206771749864 51.4969936343611, -3.1730881925056416 51.49687738427284, -3.172918906252039 51.495945863341404, -3.173249367539213 51.495903712205944, -3.173643037985792 51.495817757387094, -3.173358112207531 51.49485868322379))",2
138,W01001838,"POLYGON ((-3.1701087848579754 51.49884733382407, -3.169031720055139 51.498417474600764, -3.169406014916882 51.49810699310997, -3.1689143973536957 51.49782473916159, -3.1680472560240673 51.497394018917504, -3.168357657206731 51.49690209146528, -3.168046997434581 51.49655793335391, -3.167450968174834 51.496439875655916, -3.166988248332382 51.49737678761656, -3.1661567588215496 51.49697143340045, -3.1665748109446676 51.49663891819993, -3.1659419718680226 51.49634711636057, -3.1661677527596477 51.49607818695986, -3.167098060384777 51.49527275296482, -3.166692899106779 51.49445945834897, -3.166105713761479 51.49424025952466, -3.168085562780943 51.493905989272086, -3.1685346989959102 51.494750456465006, -3.167441419219065 51.494977098372416, -3.167709398807406 51.49546738325321, -3.1680626803063654 51.49538300936336, -3.1687877650710674 51.49521821900858, -3.169208826980411 51.496422540022195, -3.170008400274844 51.49632070693587, -3.170930600385663 51.49619339273129, -3.1717978457274594 51.49609726483183, -3.172206771749864 51.4969936343611, -3.1724906575543237 51.49800014456611, -3.1731824639610986 51.498483921207864, -3.171638556863416 51.498180335136304, -3.171021395500128 51.49869857926872, -3.170423621529174 51.498538566402885, -3.1701087848579754 51.49884733382407))",4
139,W01001839,"POLYGON ((-3.172206771749864 51.4969936343611, -3.1717978457274594 51.49609726483183, -3.170930600385663 51.49619339273129, -3.170008400274844 51.49632070693587, -3.169208826980411 51.496422540022195, -3.1687877650710674 51.49521821900858, -3.1699808279376804 51.494964978008426, -3.169844930378456 51.494731681554796, -3.1692959897581185 51.494568343365906, -3.1687126053203873 51.49337935306813, -3.1699275706083503 51.49303728791723, -3.170532739013941 51.493256548895516, -3.1709533145568134 51.49306775666605, -3.171704534136783 51.49253707474549, -3.173358112207531 51.49485868322379, -3.173643037985792 51.495817757387094, -3.173249367539213 51.495903712205944, -3.172918906252039 51.495945863341404, -3.1730881925056416 51.49687738427284, -3.172206771749864 51.4969936343611))",3
140,W01001840,"POLYGON ((-3.109393390289754 51.531802062318995, -3.1095103183102144 51.531047084182624, -3.107218954472198 51.531368649825346, -3.1073343066297854 51.53163911298187, -3.1046794559254978 51.5323920422468, -3.1033731723403193 51.53215757647432, -3.1026909917355243 51.53141902221365, -3.101553819383978 51.53097535277825, -3.102628664893601 51.52985767105049, -3.1022853754530275 51.529968790387, -3.1016950075281167 51.52901742536419, -3.1038084649283717 51.529201915939886, -3.1058114884438726 51.52824344104949, -3.108762254176191 51.52706785147765, -3.109715079286361 51.52674026035885, -3.110050729462484 51.52662485732623, -3.110035088542247 51.52661156351639, -3.1092331037143395 51.52592990168691, -3.1095585525916065 51.52579009384803, -3.110587050969876 51.52638536366965, -3.111784525191304 51.525608231276976, -3.111214363162428 51.525248705070396, -3.1111797172989526 51.524951509767156, -3.1121306068419647 51.524750953281945, -3.112267344959721 51.524245979594276, -3.1119697311965626 51.52327133194343, -3.113064455228702 51.522661266502595, -3.1130591561192986 51.52177438523051, -3.11502656277462 51.52147926846829, -3.1143932372416963 51.522829002940306, -3.113609535516134 51.523833270120384, -3.1139408735988927 51.52406346095531, -3.113440529092752 51.52520685380501, -3.11472534932796 51.52543807526, -3.115289837296351 51.52623801489396, -3.114538028297463 51.526971978378846, -3.1138348407548535 51.526758943871315, -3.113442884466822 51.52667359279275, -3.113379400725048 51.52757204058547, -3.1145784697342274 51.52803754548098, -3.1141919590239078 51.528414836337, -3.1163426432187795 51.5292035164229, -3.116760996983461 51.529366516901185, -3.1178129716423983 51.5297513301747, -3.1172000249927097 51.53077968659997, -3.115158246742274 51.530632787142274, -3.1138850527873814 51.530599450124406, -3.114323516715937 51.52998033597382, -3.1130685643430325 51.529844193432986, -3.1128614635530454 51.530671201193215, -3.1132331650736704 51.53116290605018, -3.1124736252044585 51.531186504800175, -3.112020260430547 51.53167604640118, -3.1125841445548557 51.53210650419648, -3.112516855197228 51.53270697616733, -3.1112990268540863 51.532959015787306, -3.111181400157511 51.53216473407237, -3.109393390289754 51.531802062318995))",3
141,W01001841,"POLYGON ((-3.152043603010554 51.54549840950315, -3.1429002714766514 51.54418731643234, -3.1444849903112573 51.54269184163432, -3.142360309472293 51.53997509740752, -3.142829719163744 51.53924708008358, -3.1418287964875087 51.53821945225628, -3.1419534315025466 51.53781679065258, -3.145599090638237 51.53715181368703, -3.1446012352079147 51.53530924213954, -3.1436489842618944 51.53465346042822, -3.1428050060298527 51.53444079374585, -3.1420296398042744 51.53394956996439, -3.1410220138830884 51.534371525409526, -3.1408306530685044 51.53392429975047, -3.1417419308769983 51.53368080920395, -3.14391783270644 51.53347818913456, -3.1440297945593696 51.53405012754413, -3.1456939923571046 51.53410904601529, -3.1457851285542624 51.533791122294346, -3.14651408716324 51.53368027834827, -3.1471542468384865 51.53271943855978, -3.1480056278849844 51.53226331581998, -3.1487752820745145 51.532556610372005, -3.1494168408605803 51.53244782715287, -3.1509565328298756 51.531681794114654, -3.150707479053792 51.53144385941874, -3.151166616544905 51.53144302709065, -3.1514808370062455 51.53085494800371, -3.1529594821202584 51.53145959902018, -3.1531953669950603 51.53114124429543, -3.15358424510959 51.531314163448755, -3.153379608067814 51.530541134502684, -3.1539591044305406 51.530650741993426, -3.1576757003837574 51.53138199700801, -3.157568483706072 51.53246587631721, -3.158070459777313 51.53329183777196, -3.157909749017448 51.53390246778177, -3.157067000130159 51.534217669201986, -3.157382021482045 51.53448429514197, -3.1570215535318966 51.53538604475705, -3.157759083778942 51.53618907053124, -3.1583111511061657 51.536219455936674, -3.159406999673559 51.53879512612966, -3.156504870769703 51.5414507801806, -3.1551111996630414 51.541667624482756, -3.1518580168959236 51.54287314115245, -3.149080277701126 51.5428078236455, -3.149020284624936 51.54342792872757, -3.15141993246964 51.545158645352615, -3.152142192876334 51.54514477363673, -3.152043603010554 51.54549840950315))",5
142,W01001842,"POLYGON ((-3.14458825270748 51.55474064694376, -3.1436693383565313 51.55375865149511, -3.141151022141173 51.55410106250821, -3.1388450337437535 51.55325347187342, -3.1350424760303452 51.55267613325979, -3.1353546554313607 51.55240751303789, -3.134882560122204 51.5517456013514, -3.133536101757867 51.55178447212055, -3.13046778288856 51.55091486616227, -3.1283637990972264 51.549759546789744, -3.1254420531949973 51.55023952353885, -3.1251118375923608 51.54987811774728, -3.1260196235761843 51.5488688848696, -3.1258693611975694 51.54831730836213, -3.1273139164005497 51.54778910214785, -3.12512869899498 51.54697076231841, -3.1211274204965984 51.547277414667754, -3.1188722940894595 51.545700226094354, -3.118612797776976 51.54500584699254, -3.1201500450477466 51.54370535232847, -3.1202295675943974 51.54224609836665, -3.119057903378139 51.54140038299209, -3.119355271289202 51.54137960251111, -3.123904737950141 51.541234487515084, -3.1288383449708594 51.54155387776172, -3.128002525281176 51.53835048986989, -3.127179748509289 51.53652856855934, -3.128472108220684 51.53607348453016, -3.1299722403008725 51.536082537699826, -3.1305836834230103 51.53517544208684, -3.1290876493762916 51.534214197319066, -3.1296956256035937 51.533940998759654, -3.130559008017671 51.534246062209334, -3.1309619496668963 51.533884843209655, -3.130676333446673 51.533597224500056, -3.131929523351199 51.533148329403645, -3.132243358428478 51.533480990508345, -3.1326441027922654 51.533285847541066, -3.1329080317625935 51.53350503202458, -3.1324916603542468 51.53370543411813, -3.13271551204606 51.533915335295106, -3.13407427929853 51.53384651902303, -3.1341080330957536 51.534599427405816, -3.133330029487692 51.53498324560504, -3.133569455665255 51.53550677270967, -3.133593497529938 51.5363524444057, -3.132853431301008 51.53684688737235, -3.132864358198334 51.537247402618085, -3.132333158936234 51.53728086511027, -3.1323919432165392 51.53796565271955, -3.13490575268441 51.53753610513037, -3.1346214048193053 51.53708838109413, -3.1342228464855855 51.5370995407632, -3.134475308528989 51.53602273139441, -3.1352385517651227 51.535737814558935, -3.1360330703000705 51.53597099444424, -3.136141209871735 51.53602092156024, -3.137592663939345 51.535773430349195, -3.1374844690090224 51.53523877919363, -3.138563953194443 51.534919904368195, -3.1399413023275113 51.53454372452729, -3.139018854084951 51.533663494872165, -3.1398690979304082 51.53349117033296, -3.1412203547260114 51.53331886098995, -3.1417419308769983 51.53368080920395, -3.1408306530685044 51.53392429975047, -3.1410220138830884 51.534371525409526, -3.1420296398042744 51.53394956996439, -3.1428050060298527 51.53444079374585, -3.1436489842618944 51.53465346042822, -3.1446012352079147 51.53530924213954, -3.145599090638237 51.53715181368703, -3.1419534315025466 51.53781679065258, -3.1418287964875087 51.53821945225628, -3.142829719163744 51.53924708008358, -3.142360309472293 51.53997509740752, -3.1444849903112573 51.54269184163432, -3.1429002714766514 51.54418731643234, -3.152043603010554 51.54549840950315, -3.1521618463754373 51.545859887587575, -3.1538517209952075 51.545961995892114, -3.154254244329334 51.54689051278582, -3.1547279905658976 51.546945600714125, -3.155737979670787 51.547900924142645, -3.1550229922894726 51.54864885490794, -3.155292431702094 51.54908960529243, -3.1545079528968 51.54910190554869, -3.1531409616052097 51.55012951841908, -3.1532342992280524 51.55047028915961, -3.152280985971046 51.551261507448295, -3.1525659798578083 51.55164005779952, -3.1499574073700614 51.55103297434389, -3.147647030032549 51.55253657524501, -3.146699328962475 51.552564204189565, -3.14539730611035 51.555007844947625, -3.144491965894709 51.55538464551064, -3.14458825270748 51.55474064694376))",5
143,W01001844,"POLYGON ((-3.1364160031878634 51.53374501339381, -3.1362614294061264 51.53181366711546, -3.1350675405585666 51.53144443290919, -3.1343352817744305 51.530472398651334, -3.1338347532523207 51.52921842041286, -3.1329744942826157 51.52854674561158, -3.1335918442866784 51.5279702586219, -3.1359531832043865 51.529338176144165, -3.1391639522698913 51.530253882197975, -3.1400692939958943 51.53047237071254, -3.1439685125219916 51.53051558315789, -3.147012215861278 51.530447317652694, -3.14780206660499 51.530444050548844, -3.1488512028589493 51.530389735852644, -3.1497149561182702 51.53037385464611, -3.153379608067814 51.530541134502684, -3.15358424510959 51.531314163448755, -3.1531953669950603 51.53114124429543, -3.1529594821202584 51.53145959902018, -3.1514808370062455 51.53085494800371, -3.151166616544905 51.53144302709065, -3.150707479053792 51.53144385941874, -3.1509565328298756 51.531681794114654, -3.1494168408605803 51.53244782715287, -3.1487752820745145 51.532556610372005, -3.1480056278849844 51.53226331581998, -3.1471542468384865 51.53271943855978, -3.14651408716324 51.53368027834827, -3.1457851285542624 51.533791122294346, -3.1456939923571046 51.53410904601529, -3.1440297945593696 51.53405012754413, -3.14391783270644 51.53347818913456, -3.1417419308769983 51.53368080920395, -3.1412203547260114 51.53331886098995, -3.1398690979304082 51.53349117033296, -3.139018854084951 51.533663494872165, -3.1399413023275113 51.53454372452729, -3.138563953194443 51.534919904368195, -3.1374844690090224 51.53523877919363, -3.137592663939345 51.535773430349195, -3.136141209871735 51.53602092156024, -3.1360330703000705 51.53597099444424, -3.1358884647874525 51.53507958940645, -3.136439951633134 51.53466243148463, -3.1364160031878634 51.53374501339381))",4
144,W01001846,"POLYGON ((-3.263641621155651 51.531243861412825, -3.2647712296048 51.52908216040467, -3.26607411302144 51.52809645492409, -3.265259221638019 51.52783930397484, -3.261749212163594 51.529028118147245, -3.260130258508382 51.52947611921318, -3.2592725321813307 51.5291970555775, -3.2595292145629857 51.52859237648755, -3.2588255868655254 51.526919630585056, -3.256734431003366 51.527324446795284, -3.255598709824214 51.52537997160478, -3.261446655713902 51.52485239022943, -3.2617101694192416 51.52523133438777, -3.260664909812191 51.52572239668319, -3.261489096131681 51.526150465155936, -3.2620367406237376 51.525620245845, -3.26228062163194 51.52588370100366, -3.2642441488230323 51.525737554829355, -3.2643173421004423 51.52532617420163, -3.2647801180873737 51.52527266676016, -3.264515315167477 51.524818732719524, -3.263954242591949 51.52493691006199, -3.2637880237636843 51.52431793526921, -3.2647337102093967 51.52405530176689, -3.2642426359238974 51.52341682894737, -3.265550019475973 51.52269180905094, -3.2650168981495593 51.522343332970834, -3.26577449245576 51.52135096574369, -3.2646200813743422 51.52084097089069, -3.2649062221365988 51.52047962876152, -3.2642980882829495 51.519537133595826, -3.2651465916666527 51.51933966523862, -3.2660040459157007 51.520274550839076, -3.267096926994655 51.51991202239013, -3.2680941901799874 51.51959857498112, -3.268726339230785 51.520003685112506, -3.2673642573285817 51.520447507394266, -3.2676700407404007 51.52117625322313, -3.26686859788734 51.52180089177063, -3.267691085771236 51.522794383382895, -3.2696143673586473 51.521886147255806, -3.2696154422820523 51.52243621669757, -3.2708461639406967 51.522913288516754, -3.2721832180069406 51.52395020664447, -3.2728107856416484 51.52439139587839, -3.274114980962384 51.524218464066806, -3.275266375369156 51.5265825607318, -3.2752703419961495 51.52701181901499, -3.2739106656065884 51.527146296035504, -3.27240633166193 51.528433508299614, -3.2722576951704276 51.52882099096062, -3.2698614247823383 51.53002462255909, -3.2694000280050046 51.53027831110868, -3.267441316602058 51.53011669308296, -3.263641621155651 51.531243861412825))",5
