,small_area,geometry,WIMD 2025 overall quintile
158,W01001860,"POLYGON ((-3.2006790899906625 51.48858996197139, -3.200556115127067 51.48791213859284, -3.2000078911176977 51.48795352441016, -3.198388178580529 51.48694172966215, -3.198761179989591 51.48668857945532, -3.1969600029920224 51.485556015393215, -3.197374723955836 51.4850593288986, -3.19708465067053 51.48484358487266, -3.196235536675288 51.48426785276505, -3.1961125060687032 51.48364179522436, -3.195998438412535 51.48323924833891, -3.197258049150561 51.483144907200625, -3.1986035302243163 51.48274574741659, -3.1981457445720824 51.48210575920853, -3.199001738892519 51.48182435481923, -3.1988252853658357 51.481445629688, -3.1997297893507555 51.48141839338042, -3.1999698075328364 51.48204031881891, -3.2016629383265207 51.482461945334855, -3.2014330745451542 51.48203937832271, -3.2019859946937896 51.48189317595912, -3.202011182665307 51.481979164754065, -3.202455686504563 51.48296547631372, -3.2034342034129364 51.48438455108678, -3.202486881742416 51.48469253338514, -3.2015202585504103 51.48478834337916, -3.2007608149128894 51.48432976639655, -3.1997448755365534 51.4846178377045, -3.1998843381969975 51.48501749545271, -3.199354096057857 51.485157494030034, -3.1999751683305546 51.48558231094911, -3.200867533394219 51.485858515118665, -3.200486648744759 51.486328934849794, -3.2005589062285544 51.48764470277347, -3.201108340552831 51.48752266597636, -3.2012781687629683 51.48812521038245, -3.202012040414313 51.488335896015094, -3.2019558527940126 51.48855928293256, -3.201043132345621 51.48888204067148, -3.200341760240032 51.48874055079737, -3.2006790899906625 51.48858996197139))",4
159,W01001861,"POLYGON ((-3.1892323590422724 51.48741055742032, -3.188518539579156 51.48488474536288, -3.1876543832689577 51.483556745512516, -3.187598449235752 51.48349945898867, -3.1889809535838305 51.482675561355045, -3.1900379227506668 51.482509933600234, -3.193072298208031 51.481684522569246, -3.1941105718758878 51.48197332940016, -3.194243117355596 51.48230998589811, -3.195813153285681 51.482070308319244, -3.1955576036769835 51.481882555428044, -3.196234266697805 51.48149007922033, -3.195524838497552 51.481368757984654, -3.1952198683155166 51.48102838472149, -3.195502472782521 51.480807655802174, -3.1962345479405463 51.480950560503416, -3.1986405640177766 51.48121225348055, -3.199645455983511 51.48087074840929, -3.199853463483239 51.4810855996498, -3.1999909822064225 51.481415720261566, -3.200770789168734 51.48149766437161, -3.2011870179003403 51.48114240045011, -3.2019859946937896 51.48189317595912, -3.2014330745451542 51.48203937832271, -3.2016629383265207 51.482461945334855, -3.1999698075328364 51.48204031881891, -3.1997297893507555 51.48141839338042, -3.1988252853658357 51.481445629688, -3.199001738892519 51.48182435481923, -3.1981457445720824 51.48210575920853, -3.1986035302243163 51.48274574741659, -3.197258049150561 51.483144907200625, -3.195998438412535 51.48323924833891, -3.1961125060687032 51.48364179522436, -3.196235536675288 51.48426785276505, -3.19708465067053 51.48484358487266, -3.197374723955836 51.4850593288986, -3.1969600029920224 51.485556015393215, -3.198761179989591 51.48668857945532, -3.198388178580529 51.48694172966215, -3.1966202375145185 51.485926174307, -3.195914246715633 51.48572815053395, -3.1952985659135864 51.486075775909, -3.1942816294381386 51.48550618710522, -3.194218091486416 51.48608950189695, -3.193315945007426 51.48714227179843, -3.192611955782644 51.48740241352209, -3.1918059449013803 51.48884613308698, -3.1892323590422724 51.48741055742032))",4
160,W01001862,"POLYGON ((-3.187598449235752 51.48349945898867, -3.185783518610968 51.48107300583799, -3.1863737348876393 51.48109571900975, -3.1858294898858515 51.47954562215801, -3.1871374807497426 51.479451457530665, -3.188446251742369 51.479848886032975, -3.1883051479030606 51.47932621284197, -3.1889291617077946 51.479129823862905, -3.1874801948277622 51.47879954287936, -3.187159227884656 51.47811856168903, -3.1882025658415887 51.477853340545245, -3.1880169092679034 51.477343050701755, -3.188413249443173 51.47721796632819, -3.1889658906430474 51.478106997081376, -3.1898353953956278 51.478302562256395, -3.190528786946551 51.478004894757156, -3.19168693832137 51.4783921899999, -3.19199381036707 51.47913799028003, -3.192778411780512 51.47939359530432, -3.193084904363285 51.47998707775606, -3.1926192259503043 51.48075010525796, -3.1930384089444286 51.48098312835815, -3.190072120175739 51.4814382309645, -3.1889632081862676 51.48154605890799, -3.1900379227506668 51.482509933600234, -3.1889809535838305 51.482675561355045, -3.187598449235752 51.48349945898867))",1
161,W01001863,"POLYGON ((-3.1268277753095095 51.50702469563191, -3.126418270365849 51.50602806257763, -3.1254158882700187 51.50569599699294, -3.1248199084004127 51.50654841423273, -3.124395541567942 51.50609497014438, -3.1228714931490984 51.506377539645776, -3.1230772457384974 51.50543696480277, -3.1213943448688473 51.50569264923157, -3.1201078324833884 51.50624308882113, -3.11747059801775 51.505854922343495, -3.117642016410927 51.50511146194634, -3.121554859302181 51.50454341334169, -3.1215146866786116 51.50379064613371, -3.1217094709044613 51.503503781098445, -3.1191893814767457 51.501737216122855, -3.118927477849994 51.5010441153706, -3.121780746144466 51.500022723780056, -3.122546118489937 51.50079474972787, -3.125001437690441 51.499629603157636, -3.126332312741671 51.50113824015992, -3.127379258083469 51.50147154637101, -3.1273106701114015 51.50182928569421, -3.1273885861720156 51.502091467312994, -3.1293159880832166 51.50241173800159, -3.129647685540651 51.502903962543265, -3.1294720475026194 51.50313003350168, -3.1290259765652815 51.50335789724776, -3.12952175158527 51.50365739343582, -3.1316981626321434 51.50492170849147, -3.13145754405648 51.50536489182539, -3.1304224562088683 51.50535091145326, -3.130232719246034 51.506525645908226, -3.1302574661851477 51.506872321795555, -3.1300738001282893 51.50694355393474, -3.128657906238925 51.50698043425508, -3.12806587382718 51.50664635619845, -3.1272947353119083 51.50666019210472, -3.127301138412498 51.507123875894166, -3.1268277753095095 51.50702469563191))",3
162,W01001864,"MULTIPOLYGON (((-3.1394143264690784 51.504756660913515, -3.1394568680515005 51.504709350515576, -3.1394575484046654 51.50475839087848, -3.1394143264690784 51.504756660913515)), ((-3.130232719246034 51.506525645908226, -3.1304224562088683 51.50535091145326, -3.13145754405648 51.50536489182539, -3.1316981626321434 51.50492170849147, -3.12952175158527 51.50365739343582, -3.1290259765652815 51.50335789724776, -3.1294720475026194 51.50313003350168, -3.1318293030325943 51.504015736746695, -3.1334277529245838 51.503982313605434, -3.1342865540483977 51.504333683542704, -3.1348024615560752 51.50407253206826, -3.135448070110916 51.50436450619408, -3.135544694906797 51.505044964134726, -3.137886450082166 51.50366937617851, -3.1384429154687474 51.5041436994895, -3.1396177892944683 51.50398265556038, -3.1391172375266 51.50443432268046, -3.1393149914311635 51.505013794149654, -3.1393982337965753 51.50525771485211, -3.138724928960529 51.50622576304591, -3.136868078818927 51.505246507063255, -3.135840209454644 51.50604789461208, -3.1350074510370316 51.50574825682429, -3.1338897597484707 51.507177497995684, -3.133351308413691 51.508037935852634, -3.132570130224162 51.50859881260062, -3.1299298557877737 51.509953090233246, -3.1270881104573727 51.511676895139594, -3.126049932687759 51.51244757608083, -3.125285794564381 51.51207370041516, -3.12564362250877 51.5113675453169, -3.1263867311124747 51.511299580193686, -3.1271847810419917 51.50923307774503, -3.1267860647367747 51.50892737449414, -3.127831702548106 51.50850462397262, -3.1288618422808447 51.50823329198877, -3.128811947996686 51.507651181778876, -3.1300738001282893 51.50694355393474, -3.1302574661851477 51.506872321795555, -3.130232719246034 51.506525645908226)))",4
163,W01001865,"MULTIPOLYGON (((-3.131460896061048 51.496774002378665, -3.1313974355792396 51.49667743698527, -3.131594768076878 51.49675413959646, -3.131460896061048 51.496774002378665)), ((-3.131783165371572 51.49686922086514, -3.131827626619077 51.49684465124969, -3.1318866057757835 51.4968675758607, -3.131783165371572 51.49686922086514)), ((-3.135448070110916 51.50436450619408, -3.1348024615560752 51.50407253206826, -3.1342865540483977 51.504333683542704, -3.1334277529245838 51.503982313605434, -3.1318293030325943 51.504015736746695, -3.1294720475026194 51.50313003350168, -3.129647685540651 51.502903962543265, -3.1293159880832166 51.50241173800159, -3.1273885861720156 51.502091467312994, -3.1273106701114015 51.50182928569421, -3.127379258083469 51.50147154637101, -3.126332312741671 51.50113824015992, -3.125001437690441 51.499629603157636, -3.122546118489937 51.50079474972787, -3.121780746144466 51.500022723780056, -3.118927477849994 51.5010441153706, -3.1173156746537 51.50087824601069, -3.1143640329042364 51.49999108748368, -3.11123988552325 51.49767292259496, -3.110463286392965 51.49650547717773, -3.110896609402505 51.49607364383852, -3.1101850188412654 51.49575675788455, -3.1127280220593043 51.493267621721195, -3.1141962764150772 51.49269652437358, -3.1143864770842566 51.493078505381625, -3.1153015313490466 51.49313787861917, -3.118849373068019 51.49185303570089, -3.121107756674709 51.49158319095173, -3.1224246108595684 51.49190460748938, -3.1238845824019266 51.48984683869852, -3.1252467409842843 51.48942714710174, -3.1260074913364755 51.48958733509922, -3.126159555809116 51.48990536649463, -3.1241245227052516 51.4912216076639, -3.124260895842199 51.491899871044595, -3.124853726873513 51.49222369288435, -3.125665201067386 51.49241555415452, -3.128077807681668 51.491595727236664, -3.1314247194043157 51.491888174638724, -3.1322650830830705 51.49255172260768, -3.1319032448537136 51.493499171703654, -3.12830939363963 51.495560891859775, -3.1294002299327492 51.495571568378985, -3.129815190939405 51.49657354777151, -3.131392063091896 51.4972239521072, -3.1323748571820276 51.49719651815525, -3.1350370227250592 51.497122164775455, -3.135359157205734 51.49804159141054, -3.135303294533863 51.49727197924372, -3.135966675057005 51.498140462584644, -3.136387930465953 51.49963103588306, -3.1380897492397497 51.50045217723611, -3.140782596320074 51.50175138603833, -3.1405269680375514 51.50316224066637, -3.1396177892944683 51.50398265556038, -3.1384429154687474 51.5041436994895, -3.137886450082166 51.50366937617851, -3.135544694906797 51.505044964134726, -3.135448070110916 51.50436450619408)))",4
164,W01001866,"POLYGON ((-3.1143125771009506 51.51479684960249, -3.112639639913009 51.513549417834675, -3.1150457584059024 51.51226104575953, -3.113399275234649 51.51134168353021, -3.1136423760933334 51.51110056121506, -3.1161509491312263 51.51257920122705, -3.1176234012714468 51.511601019569476, -3.1182991962697386 51.51228483481883, -3.118680730889294 51.512495327252644, -3.119100603328447 51.51217909786214, -3.1192911754943786 51.51243623479175, -3.119023229282426 51.512877467314304, -3.116492887387354 51.51407550056473, -3.116707433593976 51.51429959677341, -3.119445227538767 51.51396502972822, -3.122009260998496 51.513780471379725, -3.1226468277040973 51.5130571452254, -3.123321325931303 51.513015995711314, -3.1239053029778345 51.513466376178904, -3.1249698265738064 51.51337823508063, -3.1223597406762917 51.515683052545526, -3.1211303591634194 51.51641884272217, -3.1202741196693724 51.51688228938271, -3.1188059294052684 51.51765141244944, -3.116605243788736 51.51902521107358, -3.1161909772146617 51.519542698933954, -3.11502656277462 51.52147926846829, -3.1130591561192986 51.52177438523051, -3.112886604651849 51.521578242448854, -3.11242575076946 51.518785315431856, -3.1127476069242204 51.51727909094745, -3.1127642165688223 51.51724590460013, -3.112924515635885 51.51695390457994, -3.114654482711767 51.51503897728788, -3.1143125771009506 51.51479684960249))",1
165,W01001867,"POLYGON ((-3.1192911754943786 51.51243623479175, -3.119100603328447 51.51217909786214, -3.118680730889294 51.512495327252644, -3.1182991962697386 51.51228483481883, -3.1176234012714468 51.511601019569476, -3.1161509491312263 51.51257920122705, -3.1136423760933334 51.51110056121506, -3.1147313469564164 51.51002057543526, -3.116549722052819 51.50844233701866, -3.117449798263938 51.50821880465306, -3.11747059801775 51.505854922343495, -3.1201078324833884 51.50624308882113, -3.1205669374412537 51.506617699578634, -3.1211423363177357 51.50638803311964, -3.12165820357134 51.50666039021959, -3.121034662010302 51.50712184349997, -3.1219809604520856 51.50798748330471, -3.121640302579442 51.50897095137193, -3.122539523614086 51.51037085516189, -3.1221876939628275 51.51070882666463, -3.1227101996684823 51.510803682435814, -3.1221958551924422 51.51103971999968, -3.122092042685968 51.51240123165234, -3.12164386191897 51.51263376785782, -3.121742560422043 51.513013816671084, -3.1226468277040973 51.5130571452254, -3.122009260998496 51.513780471379725, -3.119445227538767 51.51396502972822, -3.116707433593976 51.51429959677341, -3.116492887387354 51.51407550056473, -3.119023229282426 51.512877467314304, -3.1192911754943786 51.51243623479175))",1
166,W01001868,"POLYGON ((-3.1239053029778345 51.513466376178904, -3.123321325931303 51.513015995711314, -3.1226468277040973 51.5130571452254, -3.121742560422043 51.513013816671084, -3.12164386191897 51.51263376785782, -3.122092042685968 51.51240123165234, -3.1221958551924422 51.51103971999968, -3.1227101996684823 51.510803682435814, -3.1221876939628275 51.51070882666463, -3.122539523614086 51.51037085516189, -3.121640302579442 51.50897095137193, -3.1219809604520856 51.50798748330471, -3.121034662010302 51.50712184349997, -3.12165820357134 51.50666039021959, -3.1211423363177357 51.50638803311964, -3.1205669374412537 51.506617699578634, -3.1201078324833884 51.50624308882113, -3.1213943448688473 51.50569264923157, -3.1230772457384974 51.50543696480277, -3.1228714931490984 51.506377539645776, -3.124395541567942 51.50609497014438, -3.1248199084004127 51.50654841423273, -3.1254158882700187 51.50569599699294, -3.126418270365849 51.50602806257763, -3.1268277753095095 51.50702469563191, -3.127301138412498 51.507123875894166, -3.1272947353119083 51.50666019210472, -3.12806587382718 51.50664635619845, -3.128657906238925 51.50698043425508, -3.1300738001282893 51.50694355393474, -3.128811947996686 51.507651181778876, -3.1288618422808447 51.50823329198877, -3.127831702548106 51.50850462397262, -3.1267860647367747 51.50892737449414, -3.1271847810419917 51.50923307774503, -3.1263867311124747 51.511299580193686, -3.12564362250877 51.5113675453169, -3.125285794564381 51.51207370041516, -3.126049932687759 51.51244757608083, -3.1249698265738064 51.51337823508063, -3.1239053029778345 51.513466376178904))",1
167,W01001869,"POLYGON ((-3.1461657681550337 51.488990626152535, -3.1461206632621046 51.48806056893129, -3.1460840927559954 51.48784803454928, -3.1474998096488394 51.487741004384915, -3.1478971059841934 51.48851477856902, -3.1488432204355945 51.487672476507925, -3.148516959210638 51.48717593982512, -3.1490748360167418 51.48689756980853, -3.149275930700966 51.48660739075868, -3.148603488250021 51.486331859849464, -3.1488550423752018 51.486075657559155, -3.147809577856068 51.48566677177989, -3.1484289343592846 51.4849269360508, -3.1481212371759932 51.484805732050525, -3.1495642304773206 51.483350722483706, -3.1500486020493734 51.483856262164764, -3.1513964955795077 51.4840520942299, -3.1504121819621957 51.485020368929696, -3.151084621755086 51.484950866108015, -3.1516849194928382 51.4855220256105, -3.1527486800681523 51.48456033698958, -3.153171946680252 51.48420533782946, -3.1537326359272604 51.48478834481197, -3.152072584925951 51.486224188365874, -3.151441114383108 51.48676516637658, -3.1512936484628766 51.48689390371847, -3.149589830631181 51.48836743737937, -3.14846892849234 51.48933602756282, -3.1482702913279708 51.48951030256, -3.1426684472400974 51.49405725544875, -3.1422725587181755 51.49386777861363, -3.1434779940897006 51.49251380278138, -3.144057824762509 51.492030354201205, -3.14534452600822 51.490884923370814, -3.1461657681550337 51.488990626152535))",2
168,W01001870,"POLYGON ((-3.1478971059841934 51.48851477856902, -3.1474998096488394 51.487741004384915, -3.1460840927559954 51.48784803454928, -3.1461206632621046 51.48806056893129, -3.1445936058693214 51.488159875322445, -3.144267674311985 51.486505978289735, -3.1442468879294347 51.48610030540562, -3.143168666648838 51.4859834712898, -3.1431900674723616 51.485533182757464, -3.1421313115424256 51.48536127186943, -3.14196867437443 51.48489236464081, -3.1426142639347114 51.484155168229464, -3.1420127294420452 51.48388715506855, -3.141547445851424 51.48413941280416, -3.1412922162029537 51.48248355960376, -3.143937071116049 51.48177822991213, -3.145100606598949 51.481699855586164, -3.1451975529857403 51.48210990831172, -3.1461576656744077 51.481877959599025, -3.1464701661017123 51.48343661610164, -3.1470754178413505 51.4835334553121, -3.1481145521545733 51.48249749774501, -3.148506083841469 51.4827091356695, -3.1477832136449457 51.48334993642772, -3.147627952771568 51.48360411051048, -3.1484610191005356 51.4839555927755, -3.147954639008184 51.48439295588436, -3.1477511021199267 51.484668250829316, -3.1481212371759932 51.484805732050525, -3.1484289343592846 51.4849269360508, -3.147809577856068 51.48566677177989, -3.1488550423752018 51.486075657559155, -3.148603488250021 51.486331859849464, -3.149275930700966 51.48660739075868, -3.1490748360167418 51.48689756980853, -3.148516959210638 51.48717593982512, -3.1488432204355945 51.487672476507925, -3.1478971059841934 51.48851477856902))",2
169,W01001871,"POLYGON ((-3.13546515238628 51.48730216855338, -3.1346133456543366 51.48720018246675, -3.1341555166773003 51.48776623576158, -3.1334210255504447 51.48773316271876, -3.133600489531082 51.48751964202446, -3.133119575508003 51.48734643148355, -3.132680678010212 51.48760729604103, -3.1325431499451786 51.487209695500496, -3.1326095619982475 51.48761739305127, -3.131875991710845 51.48780161708875, -3.1313044594046073 51.487498417845764, -3.13106127139395 51.48543942767017, -3.1327043021025096 51.48352381507538, -3.135414591522159 51.483070601302764, -3.137393704375015 51.482723097290375, -3.1382259403887254 51.48202264519294, -3.1394982068470614 51.48168698762714, -3.1414731432557743 51.480570355943755, -3.143937071116049 51.48177822991213, -3.1412922162029537 51.48248355960376, -3.141547445851424 51.48413941280416, -3.1420127294420452 51.48388715506855, -3.1426142639347114 51.484155168229464, -3.14196867437443 51.48489236464081, -3.1421313115424256 51.48536127186943, -3.1431900674723616 51.485533182757464, -3.143168666648838 51.4859834712898, -3.1442468879294347 51.48610030540562, -3.144267674311985 51.486505978289735, -3.1433182547974794 51.486483660958264, -3.1428604656274137 51.48714261560675, -3.1421596957883997 51.4873931162817, -3.1417333805827625 51.48683425973111, -3.1392686731895925 51.4882653925775, -3.135710643800616 51.489929005660095, -3.1352813315694625 51.489533699334594, -3.1343529280366065 51.4885746828602, -3.13546515238628 51.48730216855338))",1
170,W01001872,"POLYGON ((-3.1516849194928382 51.4855220256105, -3.151084621755086 51.484950866108015, -3.1504121819621957 51.485020368929696, -3.1513964955795077 51.4840520942299, -3.1500486020493734 51.483856262164764, -3.1495642304773206 51.483350722483706, -3.1481212371759932 51.484805732050525, -3.1477511021199267 51.484668250829316, -3.147954639008184 51.48439295588436, -3.1484610191005356 51.4839555927755, -3.147627952771568 51.48360411051048, -3.1477832136449457 51.48334993642772, -3.14873053791789 51.48370422761118, -3.1492700013209283 51.48298567673232, -3.1498062817798234 51.48310358953132, -3.150084826391078 51.48280104969902, -3.150291688213344 51.48263053914256, -3.149005527867202 51.48171311032182, -3.149931190990654 51.48118792682292, -3.151410092451566 51.48059008037718, -3.152090835722063 51.48074524698002, -3.1511927363624803 51.48168023456579, -3.1514752675087383 51.48179102768919, -3.151811674360255 51.48159092649794, -3.152368650490486 51.481801816280075, -3.1532684611172246 51.48250224941984, -3.154288232170841 51.48120496036474, -3.1563719945600526 51.48190108059882, -3.154552971370304 51.483025667990994, -3.1554488288323275 51.48330322273868, -3.154166268125572 51.484377468717696, -3.1537326359272604 51.48478834481197, -3.153171946680252 51.48420533782946, -3.1527486800681523 51.48456033698958, -3.1516849194928382 51.4855220256105))",2
171,W01001873,"POLYGON ((-3.1477832136449457 51.48334993642772, -3.148506083841469 51.4827091356695, -3.1481145521545733 51.48249749774501, -3.1470754178413505 51.4835334553121, -3.1464701661017123 51.48343661610164, -3.1461576656744077 51.481877959599025, -3.1451975529857403 51.48210990831172, -3.145100606598949 51.481699855586164, -3.1450305241197656 51.48019490039119, -3.145764721921662 51.479941475351175, -3.145500796827389 51.479014265256765, -3.146598857474899 51.4786331908671, -3.1468973006673764 51.47906143321403, -3.148243235182965 51.47864027815348, -3.147433409884112 51.476658964643036, -3.1482107369324543 51.47661660930299, -3.149372810901954 51.47802939564534, -3.1523452641604086 51.47712800162233, -3.152076847077444 51.47676197244885, -3.153232484467291 51.476336981634084, -3.1548099984594593 51.47836260693751, -3.1535811938599427 51.478743381570396, -3.1538351502723176 51.479037606265635, -3.15455724854628 51.47975884142976, -3.1537583431831884 51.4802923549088, -3.154288232170841 51.48120496036474, -3.1532684611172246 51.48250224941984, -3.152368650490486 51.481801816280075, -3.151811674360255 51.48159092649794, -3.1514752675087383 51.48179102768919, -3.1511927363624803 51.48168023456579, -3.152090835722063 51.48074524698002, -3.151410092451566 51.48059008037718, -3.149931190990654 51.48118792682292, -3.149005527867202 51.48171311032182, -3.150291688213344 51.48263053914256, -3.150084826391078 51.48280104969902, -3.1498062817798234 51.48310358953132, -3.1492700013209283 51.48298567673232, -3.14873053791789 51.48370422761118, -3.1477832136449457 51.48334993642772))",1
172,W01001874,"POLYGON ((-3.1548099984594593 51.47836260693751, -3.153232484467291 51.476336981634084, -3.152076847077444 51.47676197244885, -3.1523452641604086 51.47712800162233, -3.149372810901954 51.47802939564534, -3.1482107369324543 51.47661660930299, -3.147433409884112 51.476658964643036, -3.1460039733838054 51.47644456115397, -3.1450101500699224 51.47673000847731, -3.144710661207796 51.4761729894798, -3.1433322062651237 51.475883512831835, -3.140793578101534 51.47353691729851, -3.1407790302873804 51.47295385303076, -3.1447292606225643 51.4725826013599, -3.147917508406212 51.471084836176175, -3.1525099535104846 51.46823603527172, -3.1539819046056836 51.46803723737876, -3.1554876689178397 51.4683219258443, -3.15644122702819 51.47026828345185, -3.1597182684323113 51.474577342928924, -3.1615083203345877 51.47686040931438, -3.160799204797711 51.47792384378116, -3.1613915497829255 51.47827779214914, -3.16120140908743 51.47923597503087, -3.1618664898951128 51.47997351020606, -3.159852547237642 51.48088619865024, -3.1586702132575253 51.48143418110156, -3.1579173654853654 51.48182153499223, -3.1565216790056594 51.482591378017986, -3.1554488288323275 51.48330322273868, -3.154552971370304 51.483025667990994, -3.1563719945600526 51.48190108059882, -3.154288232170841 51.48120496036474, -3.1537583431831884 51.4802923549088, -3.15455724854628 51.47975884142976, -3.1538351502723176 51.479037606265635, -3.1535811938599427 51.478743381570396, -3.1548099984594593 51.47836260693751))",1
173,W01001876,"POLYGON ((-3.139833046612448 51.49151262907103, -3.139465003164708 51.491220499599514, -3.1389337222829687 51.491389700328526, -3.1384911280779684 51.491008732891466, -3.138783733470954 51.49081236817659, -3.13791362382679 51.49039017704053, -3.137635667042405 51.48979745928853, -3.1392060625364313 51.489271814522084, -3.139438200745904 51.488636359668035, -3.1392686731895925 51.4882653925775, -3.1417333805827625 51.48683425973111, -3.1421596957883997 51.4873931162817, -3.1428604656274137 51.48714261560675, -3.1433182547974794 51.486483660958264, -3.144267674311985 51.486505978289735, -3.1445936058693214 51.488159875322445, -3.1461206632621046 51.48806056893129, -3.1461657681550337 51.488990626152535, -3.14534452600822 51.490884923370814, -3.144057824762509 51.492030354201205, -3.1434779940897006 51.49251380278138, -3.1414060340582908 51.49163458780589, -3.139833046612448 51.49151262907103))",1
174,W01001877,"POLYGON ((-3.089020642948374 51.528778520114805, -3.0880205585977754 51.52785404994796, -3.08781369646533 51.52703771623545, -3.088188349070012 51.52705281773904, -3.088082156824183 51.526647365195, -3.0889381317713815 51.52583137376113, -3.0875954500377545 51.52450887551632, -3.091446644914825 51.52403667291096, -3.092573348404028 51.52497868279741, -3.0919146482595052 51.52508070574983, -3.0923034613165377 51.52563624877966, -3.091386748553891 51.52641131513862, -3.091330658768457 51.52666884940421, -3.091729961251663 51.52670252104261, -3.09279371128699 51.52605408024851, -3.093575486510665 51.52595036538733, -3.094011027072272 51.526405271527054, -3.0948026323041855 51.52703141948009, -3.0965102084882394 51.52770273615275, -3.0956837611582104 51.528225348656854, -3.0957643190275115 51.528705135293535, -3.0963187945006685 51.52846154444042, -3.0974930519093364 51.5291464288032, -3.096051618911228 51.529721499227016, -3.0957339886732242 51.53023178375033, -3.0981432209210533 51.53076654416815, -3.09926620398841 51.53184177389133, -3.0959232244205994 51.533329142362675, -3.094133856494169 51.53570285436845, -3.093049191091931 51.53587839815163, -3.0920605845176334 51.53548016246264, -3.090840868184253 51.53341610223836, -3.0877641128584683 51.532912165867806, -3.089770351509271 51.53049938179572, -3.0887006008384392 51.52977198131629, -3.089490553490657 51.5290453032266, -3.089020642948374 51.528778520114805))",4
175,W01001878,"POLYGON ((-3.0974930519093364 51.5291464288032, -3.0963187945006685 51.52846154444042, -3.0957643190275115 51.528705135293535, -3.0956837611582104 51.528225348656854, -3.0965102084882394 51.52770273615275, -3.0948026323041855 51.52703141948009, -3.0955438803400703 51.526085709718195, -3.0953464654243437 51.525365251810115, -3.0960065387041857 51.52511677435455, -3.097660507812377 51.524834528615656, -3.098913848993632 51.525344864385175, -3.0987756524533423 51.52588838248449, -3.098282176154044 51.52577354863606, -3.096795433912584 51.52632089989896, -3.0972467513355735 51.52711092357314, -3.1000373819089453 51.52695845690775, -3.1005235363267207 51.52626447712737, -3.1004236513201784 51.52535509380628, -3.10134848277577 51.52460050703142, -3.1028151570045104 51.52424188925524, -3.1037007682412994 51.52436069431739, -3.104415173927849 51.52580262821333, -3.1048223399470336 51.526213283839674, -3.1047036577307403 51.52688990618401, -3.1056375386594954 51.52734938194733, -3.1058114884438726 51.52824344104949, -3.1038084649283717 51.529201915939886, -3.1016950075281167 51.52901742536419, -3.1022853754530275 51.529968790387, -3.099791662958431 51.53123392155487, -3.09926620398841 51.53184177389133, -3.0981432209210533 51.53076654416815, -3.0957339886732242 51.53023178375033, -3.096051618911228 51.529721499227016, -3.0974930519093364 51.5291464288032))",3
176,W01001879,"POLYGON ((-3.096795433912584 51.52632089989896, -3.098282176154044 51.52577354863606, -3.0987756524533423 51.52588838248449, -3.098913848993632 51.525344864385175, -3.097660507812377 51.524834528615656, -3.0960065387041857 51.52511677435455, -3.095766511001166 51.52472617464097, -3.096894783162861 51.52438501732335, -3.0967962124683424 51.5237472437321, -3.096605057868306 51.52293947176999, -3.097308373298774 51.522624699490365, -3.0976320486234346 51.522840342198634, -3.0978817743559994 51.52250195417806, -3.0981616923248128 51.52278954381263, -3.0989760350893745 51.52210765658025, -3.0985484840486874 51.5219179572368, -3.097658117090965 51.522279702261194, -3.096704621173984 51.521276316606915, -3.0974894826066284 51.521053845624834, -3.0976592861509777 51.521307641639524, -3.098215778677746 51.520722496538795, -3.1000804449725576 51.52029570456813, -3.100207481398882 51.52002537914765, -3.100898079357335 51.52051582156705, -3.1001974649588817 51.52111190792537, -3.1008487627929906 51.52154094558274, -3.1022436604620287 51.52067004363953, -3.103479262979727 51.51972490372964, -3.1039567395884013 51.519801327366196, -3.103592149729657 51.51962493160811, -3.1040568111281486 51.51917096768483, -3.105378771437816 51.519005654290034, -3.1060014612085625 51.518532209307246, -3.1051757221641867 51.51811262197663, -3.105591521657433 51.51756931097368, -3.10510347925191 51.517190729313505, -3.1054949489247496 51.51707671468718, -3.105237784614829 51.516559672517204, -3.1055509176620384 51.51638606534626, -3.104750118504787 51.51595487424996, -3.1049543633445453 51.51578521670072, -3.1061536395585545 51.51615353634572, -3.106977841840488 51.516991070902876, -3.1066449181254505 51.517132408175534, -3.106364831269554 51.516874288239514, -3.106018697358093 51.517155634007, -3.1075419935182453 51.51841301951274, -3.1079645695670237 51.51831057210369, -3.108166235922493 51.518547705041335, -3.1082521497302067 51.518627855473596, -3.1071446766313753 51.51978455601742, -3.106635902346757 51.519608181987046, -3.1060515941196702 51.52000639345371, -3.106807599147674 51.520472841679286, -3.105967890202474 51.52074572777308, -3.1065045636780715 51.52144979279714, -3.107265623618926 51.52370855407859, -3.106497214742827 51.52471389645419, -3.1070632030726757 51.52502589395357, -3.1057184687441692 51.52616377768546, -3.104904047172125 51.5255921293685, -3.104415173927849 51.52580262821333, -3.1037007682412994 51.52436069431739, -3.1028151570045104 51.52424188925524, -3.10134848277577 51.52460050703142, -3.1004236513201784 51.52535509380628, -3.1005235363267207 51.52626447712737, -3.1000373819089453 51.52695845690775, -3.0972467513355735 51.52711092357314, -3.096795433912584 51.52632089989896))",1
